Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
2013-05-31,2013,May,0,106.22,1.5,24770,1774,9,48.74,0.05,1.7,3068,SmallFamilyCar,Georgia
2013-05-31,2013,May,0,106.22,1.5,32541,1774,9,48.74,0.05,1.7,3068,MediumFamilyCar,Georgia
2013-06-30,2013,Jun,0,100.58,0.95,32051,4744,6,16.66,-1.92,1.4,2910,MediumFamilyCar,Illinois
2013-06-30,2013,Jun,0,100.58,0.91,57687,4744,6,16.66,-1.92,1.4,2916,ExecutiveCar,Illinois
2013-06-30,2013,Jun,0,100.58,0.87,72733,4744,6,16.66,-1.92,1.4,2839,Sports,Illinois
2013-06-30,2013,Jun,0,100.58,0.97,21007,4744,6,16.66,-1.92,1.4,2917,SmallFamilyCar,Illinois
2013-06-30,2013,Jun,0,100.58,0.75,19114,4744,6,16.66,-1.92,1.4,2838,SuperMiniCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,59091,3198,9,52.09,0.68,2.5,3472,ExecutiveCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,18553,3198,9,52.09,0.68,2.5,3460,SuperMiniCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,25445,3198,9,52.09,0.68,2.5,3461,SmallFamilyCar,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,73863,3198,9,52.09,0.68,2.5,3414,Sports,Illinois
2013-07-31,2013,Jul,0,100.9,0.5,36809,3198,9,52.09,0.68,2.5,3426,MediumFamilyCar,Illinois
2013-08-31,2013,Aug,0,88.19,0.25,16000,4156,3,26.53,-0.96,1.8,1554,SuperMiniCar,California
2013-08-31,2013,Aug,0,88.19,0.25,38633,4156,3,26.53,-0.96,1.8,1549,MediumFamilyCar,California
2013-08-31,2013,Aug,0,88.19,0.25,77455,4156,3,26.53,-0.96,1.8,1572,Sports,California
2013-09-30,2013,Sep,0,98.5,0.81,15850,1146,7,53.91,0.51,1.9,1522,SuperMiniCar,New York
2013-09-30,2013,Sep,0,98.5,0.97,38996,1146,7,53.91,0.51,1.9,1580,MediumFamilyCar,New York
2013-09-30,2013,Sep,0,98.5,0.78,74014,1146,7,53.91,0.51,1.9,1593,Sports,New York
2013-09-30,2013,Sep,0,98.5,0.91,59911,1146,7,53.91,0.51,1.9,1609,ExecutiveCar,New York
2013-09-30,2013,Sep,0,98.5,0.78,22514,1146,7,53.91,0.51,1.9,1605,SmallFamilyCar,New York
2013-10-31,2013,Oct,0,83.66,0.6596923694913097,26557,4695,9,60.21,0.1,1.3,3940,SmallFamilyCar,New York
2013-10-31,2013,Oct,0,83.66,0.6146871821392087,58472,4695,9,60.21,0.1,1.3,3953,ExecutiveCar,New York
2013-10-31,2013,Oct,0,83.66,0.6427763940548032,71686,4695,9,60.21,0.1,1.3,3948,Sports,New York
2013-10-31,2013,Oct,0,83.66,0.6158983812367449,16388,4695,9,60.21,0.1,1.3,3955,SuperMiniCar,New York
2013-11-30,2013,Nov,0,110.22,0.8679551310801481,30074,4452,4,59.13,-0.02,1.2,3295,MediumFamilyCar,California
2013-11-30,2013,Nov,0,110.22,0.8776731785479038,51887,4452,4,59.13,-0.02,1.2,3286,ExecutiveCar,California
2013-11-30,2013,Nov,0,110.22,0.8142176680670838,18712,4452,4,59.13,-0.02,1.2,3275,SuperMiniCar,California
2013-11-30,2013,Nov,0,110.22,0.8415799393084483,23526,4452,4,59.13,-0.02,1.2,3319,SmallFamilyCar,California
2013-11-30,2013,Nov,0,110.22,0.8437610633656998,73009,4452,4,59.13,-0.02,1.2,3289,Sports,California
2013-12-31,2013,Dec,0,78.14,1.16,24681,1914,4,44.54,-0.33,3.0,4869,SmallFamilyCar,New York
2013-12-31,2013,Dec,0,78.14,1.0,53266,1914,4,44.54,-0.33,3.0,4872,ExecutiveCar,New York
2013-12-31,2013,Dec,0,78.14,1.33,16367,1914,4,44.54,-0.33,3.0,4865,SuperMiniCar,New York
2013-12-31,2013,Dec,0,78.14,1.19,36981,1914,4,44.54,-0.33,3.0,4907,MediumFamilyCar,New York
2013-12-31,2013,Dec,0,78.14,1.38,77806,1914,4,44.54,-0.33,3.0,4847,Sports,New York
2014-01-31,2014,Jan,0,108.55,0.41,15821,2571,3,42.67,-0.04,1.7,378,SuperMiniCar,Illinois
2014-01-31,2014,Jan,0,108.55,0.43,50666,2571,3,42.67,-0.04,1.7,377,ExecutiveCar,Illinois
2014-01-31,2014,Jan,0,108.55,0.43,35475,2571,3,42.67,-0.04,1.7,376,MediumFamilyCar,Illinois
2014-01-31,2014,Jan,0,108.55,0.38,70154,2571,3,42.67,-0.04,1.7,350,Sports,Illinois
2014-01-31,2014,Jan,0,108.55,0.4,25352,2571,3,42.67,-0.04,1.7,352,SmallFamilyCar,Illinois
2014-02-28,2014,Feb,0,109.79,0.44,21247,2308,6,20.79,-1.05,2.9,2142,SmallFamilyCar,Illinois
2014-02-28,2014,Feb,0,109.79,0.43,38232,2308,6,20.79,-1.05,2.9,2146,MediumFamilyCar,Illinois
2014-02-28,2014,Feb,0,109.79,0.44,54188,2308,6,20.79,-1.05,2.9,2128,ExecutiveCar,Illinois
2014-03-31,2014,Mar,0,113.19,0.82,25089,3747,7,57.47,0.64,1.9,5380,SmallFamilyCar,Illinois
2014-03-31,2014,Mar,0,113.19,0.96,15454,3747,7,57.47,0.64,1.9,5392,SuperMiniCar,Illinois
2014-03-31,2014,Mar,0,113.19,0.83,71409,3747,7,57.47,0.64,1.9,5382,Sports,Illinois
2014-04-30,2014,Apr,0,100.87,1.0,16624,1081,5,28.24,-1.03,2.4,3041,SuperMiniCar,Georgia
2014-04-30,2014,Apr,0,100.87,1.0,70784,1081,5,28.24,-1.03,2.4,3003,Sports,Georgia
2014-04-30,2014,Apr,0,100.87,1.0,50671,1081,5,28.24,-1.03,2.4,3074,ExecutiveCar,Georgia
2014-05-31,2014,May,0,109.17,1.5,37184,1513,3,41.31,0.32,2.4,3269,MediumFamilyCar,New York
2014-05-31,2014,May,0,109.17,1.5,23902,1513,3,41.31,0.32,2.4,3329,SmallFamilyCar,New York
2014-05-31,2014,May,0,109.17,1.5,78096,1513,3,41.31,0.32,2.4,3278,Sports,New York
2014-06-30,2014,Jun,0,98.4,0.97,56777,2920,6,28.99,-0.43,2.3,6442,ExecutiveCar,New York
2014-06-30,2014,Jun,0,98.4,0.77,35796,2920,6,28.99,-0.43,2.3,6469,MediumFamilyCar,New York
2014-06-30,2014,Jun,0,98.4,0.85,21435,2920,6,28.99,-0.43,2.3,6491,SmallFamilyCar,New York
2014-07-31,2014,Jul,0,88.13,0.5,20571,3862,5,20.26,-0.43,1.8,3124,SmallFamilyCar,California
2014-07-31,2014,Jul,0,88.13,0.5,57570,3862,5,20.26,-0.43,1.8,3109,ExecutiveCar,California
2014-07-31,2014,Jul,0,88.13,0.5,17772,3862,5,20.26,-0.43,1.8,3173,SuperMiniCar,California
2014-07-31,2014,Jul,0,88.13,0.5,37141,3862,5,20.26,-0.43,1.8,3158,MediumFamilyCar,California
2014-07-31,2014,Jul,0,88.13,0.5,77560,3862,5,20.26,-0.43,1.8,3142,Sports,California
2014-08-31,2014,Aug,0,115.31,0.25,57956,3756,4,49.01,0.59,2.3,3164,ExecutiveCar,Illinois
2014-08-31,2014,Aug,0,115.31,0.25,18726,3756,4,49.01,0.59,2.3,3144,SuperMiniCar,Illinois
2014-08-31,2014,Aug,0,115.31,0.25,31622,3756,4,49.01,0.59,2.3,3152,MediumFamilyCar,Illinois
2014-09-30,2014,Sep,0,99.03,0.78,77343,2939,4,15.65,-2.13,1.5,6988,Sports,Illinois
2014-09-30,2014,Sep,0,99.03,0.98,22382,2939,4,15.65,-2.13,1.5,6976,SmallFamilyCar,Illinois
2014-09-30,2014,Sep,0,99.03,0.83,18147,2939,4,15.65,-2.13,1.5,6987,SuperMiniCar,Illinois
2014-10-31,2014,Oct,0,85.9,0.60900038869671,77206,4594,5,55.92,0.72,2.2,3943,Sports,New York
2014-10-31,2014,Oct,0,85.9,0.6185227003006963,38041,4594,5,55.92,0.72,2.2,3926,MediumFamilyCar,New York
2014-10-31,2014,Oct,0,85.9,0.621316672286344,55124,4594,5,55.92,0.72,2.2,3918,ExecutiveCar,New York
2014-11-30,2014,Nov,0,95.33,0.8381009779996562,30341,1745,3,30.92,-0.81,2.9,2553,MediumFamilyCar,Georgia
2014-11-30,2014,Nov,0,95.33,0.895795971243096,55585,1745,3,30.92,-0.81,2.9,2465,ExecutiveCar,Georgia
2014-11-30,2014,Nov,0,95.33,0.8596184951207052,75596,1745,3,30.92,-0.81,2.9,2533,Sports,Georgia
2014-11-30,2014,Nov,0,95.33,0.8003062838857927,21245,1745,3,30.92,-0.81,2.9,2511,SmallFamilyCar,Georgia
2014-12-31,2014,Dec,0,95.73,1.47,32074,4070,4,12.51,-1.47,1.4,5760,MediumFamilyCar,Illinois
2014-12-31,2014,Dec,0,95.73,1.27,19089,4070,4,12.51,-1.47,1.4,5723,SuperMiniCar,Illinois
2014-12-31,2014,Dec,0,95.73,1.2,75801,4070,4,12.51,-1.47,1.4,5769,Sports,Illinois
2014-12-31,2014,Dec,0,95.73,1.08,22084,4070,4,12.51,-1.47,1.4,5790,SmallFamilyCar,Illinois
2015-01-31,2015,Jan,0,104.62,0.39,19806,2409,7,42.14,0.7,2.4,1135,SuperMiniCar,New York
2015-01-31,2015,Jan,0,104.62,0.43,37992,2409,7,42.14,0.7,2.4,1142,MediumFamilyCar,New York
2015-01-31,2015,Jan,0,104.62,0.42,72806,2409,7,42.14,0.7,2.4,1119,Sports,New York
2015-02-28,2015,Feb,0,123.47,0.38,17190,1706,8,15.22,-1.77,2.1,788,SuperMiniCar,California
2015-02-28,2015,Feb,0,123.47,0.45,30645,1706,8,15.22,-1.77,2.1,778,MediumFamilyCar,California
2015-02-28,2015,Feb,0,123.47,0.35,70537,1706,8,15.22,-1.77,2.1,804,Sports,California
2015-02-28,2015,Feb,0,123.47,0.37,25084,1706,8,15.22,-1.77,2.1,804,SmallFamilyCar,California
2015-02-28,2015,Feb,0,123.47,0.47,54777,1706,8,15.22,-1.77,2.1,769,ExecutiveCar,California
2015-03-31,2015,Mar,0,105.22,0.98,34263,1470,9,28.52,0.47,1.6,5016,MediumFamilyCar,Illinois
2015-03-31,2015,Mar,0,105.22,0.88,75986,1470,9,28.52,0.47,1.6,4993,Sports,Illinois
2015-03-31,2015,Mar,0,105.22,0.78,20277,1470,9,28.52,0.47,1.6,5049,SmallFamilyCar,Illinois
2015-03-31,2015,Mar,0,105.22,0.96,15916,1470,9,28.52,0.47,1.6,5004,SuperMiniCar,Illinois
2015-03-31,2015,Mar,0,105.22,0.77,53900,1470,9,28.52,0.47,1.6,5013,ExecutiveCar,Illinois
2015-04-30,2015,Apr,0,102.07,1.0,25315,4190,5,53.5,0.47,2.3,4682,SmallFamilyCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,38801,4190,5,53.5,0.47,2.3,4624,MediumFamilyCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,56677,4190,5,53.5,0.47,2.3,4712,ExecutiveCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,18986,4190,5,53.5,0.47,2.3,4695,SuperMiniCar,New York
2015-04-30,2015,Apr,0,102.07,1.0,71841,4190,5,53.5,0.47,2.3,4694,Sports,New York
2015-05-31,2015,May,0,124.56,1.5,27059,1395,5,16.14,-2.32,2.9,4655,SmallFamilyCar,Georgia
2015-05-31,2015,May,0,124.56,1.5,36136,1395,5,16.14,-2.32,2.9,4645,MediumFamilyCar,Georgia
2015-05-31,2015,May,0,124.56,1.5,78716,1395,5,16.14,-2.32,2.9,4646,Sports,Georgia
2015-05-31,2015,May,0,124.56,1.5,17875,1395,5,16.14,-2.32,2.9,4675,SuperMiniCar,Georgia
2015-05-31,2015,May,0,124.56,1.5,56981,1395,5,16.14,-2.32,2.9,4635,ExecutiveCar,Georgia
2015-06-30,2015,Jun,0,109.79,0.85,56376,2555,4,61.18,0.74,2.3,3850,ExecutiveCar,Illinois
2015-06-30,2015,Jun,0,109.79,0.98,21887,2555,4,61.18,0.74,2.3,3895,SmallFamilyCar,Illinois
2015-06-30,2015,Jun,0,109.79,0.87,16440,2555,4,61.18,0.74,2.3,3915,SuperMiniCar,Illinois
2015-07-31,2015,Jul,0,102.54,0.5,24579,3308,3,12.72,-3.81,1.1,2844,SmallFamilyCar,California
2015-07-31,2015,Jul,0,102.54,0.5,19400,3308,3,12.72,-3.81,1.1,2841,SuperMiniCar,California
2015-07-31,2015,Jul,0,102.54,0.5,76971,3308,3,12.72,-3.81,1.1,2916,Sports,California
2015-07-31,2015,Jul,0,102.54,0.5,38646,3308,3,12.72,-3.81,1.1,2938,MediumFamilyCar,California
2015-08-31,2015,Aug,0,95.21,0.25,15735,1804,7,26.82,0.53,1.7,1446,SuperMiniCar,New York
2015-08-31,2015,Aug,0,95.21,0.25,75625,1804,7,26.82,0.53,1.7,1471,Sports,New York
2015-08-31,2015,Aug,0,95.21,0.25,50523,1804,7,26.82,0.53,1.7,1479,ExecutiveCar,New York
2015-08-31,2015,Aug,0,95.21,0.25,21265,1804,7,26.82,0.53,1.7,1472,SmallFamilyCar,New York
2015-08-31,2015,Aug,0,95.21,0.25,39900,1804,7,26.82,0.53,1.7,1484,MediumFamilyCar,New York
2015-09-30,2015,Sep,0,103.16,0.8,52393,1933,3,55.47,0.52,1.7,6792,ExecutiveCar,Georgia
2015-09-30,2015,Sep,0,103.16,0.96,72950,1933,3,55.47,0.52,1.7,6774,Sports,Georgia
2015-09-30,2015,Sep,0,103.16,0.76,27491,1933,3,55.47,0.52,1.7,6830,SmallFamilyCar,Georgia
2015-09-30,2015,Sep,0,103.16,0.78,32969,1933,3,55.47,0.52,1.7,6823,MediumFamilyCar,Georgia
2015-09-30,2015,Sep,0,103.16,0.79,18568,1933,3,55.47,0.52,1.7,6835,SuperMiniCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.6817985749602427,33028,2279,6,30.84,-0.8,1.7,4892,MediumFamilyCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.6598664732184201,18338,2279,6,30.84,-0.8,1.7,4863,SuperMiniCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.6726839570757012,24826,2279,6,30.84,-0.8,1.7,4934,SmallFamilyCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.64453632405159,52593,2279,6,30.84,-0.8,1.7,4948,ExecutiveCar,Georgia
2015-10-31,2015,Oct,0,99.34,0.6978733857254943,77992,2279,6,30.84,-0.8,1.7,4913,Sports,Georgia
2015-11-30,2015,Nov,0,100.91,0.8415366029683212,18015,2757,6,18.41,-0.68,2.6,3398,SuperMiniCar,New York
2015-11-30,2015,Nov,0,100.91,0.8621205903529995,26335,2757,6,18.41,-0.68,2.6,3405,SmallFamilyCar,New York
2015-11-30,2015,Nov,0,100.91,0.8282631743756199,74780,2757,6,18.41,-0.68,2.6,3421,Sports,New York
2015-11-30,2015,Nov,0,100.91,0.8217340365945464,37643,2757,6,18.41,-0.68,2.6,3439,MediumFamilyCar,New York
2015-12-31,2015,Dec,0,113.14,1.29,21040,1904,8,33.39,0.45,2.2,5961,SmallFamilyCar,California
2015-12-31,2015,Dec,0,113.14,1.32,72368,1904,8,33.39,0.45,2.2,5907,Sports,California
2015-12-31,2015,Dec,0,113.14,1.18,32681,1904,8,33.39,0.45,2.2,5916,MediumFamilyCar,California
2015-12-31,2015,Dec,0,113.14,1.37,59945,1904,8,33.39,0.45,2.2,5972,ExecutiveCar,California
2016-01-31,2016,Jan,0,94.6,0.42,26667,4297,4,28.18,-0.18,1.5,1876,SmallFamilyCar,Illinois
2016-01-31,2016,Jan,0,94.6,0.5,76655,4297,4,28.18,-0.18,1.5,1846,Sports,Illinois
2016-01-31,2016,Jan,0,94.6,0.36,17889,4297,4,28.18,-0.18,1.5,1866,SuperMiniCar,Illinois
2016-01-31,2016,Jan,0,94.6,0.5,33629,4297,4,28.18,-0.18,1.5,1872,MediumFamilyCar,Illinois
2016-01-31,2016,Jan,0,94.6,0.43,57240,4297,4,28.18,-0.18,1.5,1879,ExecutiveCar,Illinois
2016-02-29,2016,Feb,0,105.14,0.4,34225,2076,4,61.38,0.54,2.8,1595,MediumFamilyCar,New York
2016-02-29,2016,Feb,0,105.14,0.45,78173,2076,4,61.38,0.54,2.8,1584,Sports,New York
2016-02-29,2016,Feb,0,105.14,0.38,15961,2076,4,61.38,0.54,2.8,1568,SuperMiniCar,New York
2016-03-31,2016,Mar,0,109.49,0.81,56937,3987,4,30.67,-1.0,2.4,4522,ExecutiveCar,Georgia
2016-03-31,2016,Mar,0,109.49,0.95,74495,3987,4,30.67,-1.0,2.4,4480,Sports,Georgia
2016-03-31,2016,Mar,0,109.49,0.88,33067,3987,4,30.67,-1.0,2.4,4524,MediumFamilyCar,Georgia
2016-04-30,2016,Apr,0,93.38,1.0,17989,2890,8,58.26,0.47,2.4,2594,SuperMiniCar,California
2016-04-30,2016,Apr,0,93.38,1.0,35941,2890,8,58.26,0.47,2.4,2523,MediumFamilyCar,California
2016-04-30,2016,Apr,0,93.38,1.0,20917,2890,8,58.26,0.47,2.4,2580,SmallFamilyCar,California
2016-04-30,2016,Apr,0,93.38,1.0,56190,2890,8,58.26,0.47,2.4,2604,ExecutiveCar,California
2016-04-30,2016,Apr,0,93.38,1.0,79163,2890,8,58.26,0.47,2.4,2544,Sports,California
2016-05-31,2016,May,0,91.77,1.5,76002,2523,6,64.23,0.09,2.1,1385,Sports,California
2016-05-31,2016,May,0,91.77,1.5,55240,2523,6,64.23,0.09,2.1,1424,ExecutiveCar,California
2016-05-31,2016,May,0,91.77,1.5,31386,2523,6,64.23,0.09,2.1,1373,MediumFamilyCar,California
2016-06-30,2016,Jun,0,98.5,0.88,56493,4577,3,37.66,-0.71,1.0,7029,ExecutiveCar,Illinois
2016-06-30,2016,Jun,0,98.5,1.0,26544,4577,3,37.66,-0.71,1.0,7078,SmallFamilyCar,Illinois
2016-06-30,2016,Jun,0,98.5,0.9,76614,4577,3,37.66,-0.71,1.0,7122,Sports,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,20885,3901,8,65.28,0.42,2.9,2175,SmallFamilyCar,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,79358,3901,8,65.28,0.42,2.9,2205,Sports,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,18848,3901,8,65.28,0.42,2.9,2220,SuperMiniCar,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,52878,3901,8,65.28,0.42,2.9,2234,ExecutiveCar,Illinois
2016-07-31,2016,Jul,0,95.38,0.5,32866,3901,8,65.28,0.42,2.9,2195,MediumFamilyCar,Illinois
2016-08-31,2016,Aug,0,111.52,0.25,34788,2387,8,34.38,-0.9,2.0,4762,MediumFamilyCar,California
2016-08-31,2016,Aug,0,111.52,0.25,54143,2387,8,34.38,-0.9,2.0,4694,ExecutiveCar,California
2016-08-31,2016,Aug,0,111.52,0.25,16026,2387,8,34.38,-0.9,2.0,4686,SuperMiniCar,California
2016-09-30,2016,Sep,0,89.98,0.77,22752,2303,3,68.42,0.5,2.6,4831,SmallFamilyCar,Illinois
2016-09-30,2016,Sep,0,89.98,0.85,18865,2303,3,68.42,0.5,2.6,4803,SuperMiniCar,Illinois
2016-09-30,2016,Sep,0,89.98,0.9,53644,2303,3,68.42,0.5,2.6,4859,ExecutiveCar,Illinois
2016-10-31,2016,Oct,0,100.68,0.6453565400682636,54432,1592,4,17.68,-2.87,1.1,2750,ExecutiveCar,New York
2016-10-31,2016,Oct,0,100.68,0.6732525027109714,75919,1592,4,17.68,-2.87,1.1,2728,Sports,New York
2016-10-31,2016,Oct,0,100.68,0.6631937496322069,17863,1592,4,17.68,-2.87,1.1,2743,SuperMiniCar,New York
2016-11-30,2016,Nov,0,125.46,0.8083961465524977,51276,3761,7,52.35,0.66,2.8,3618,ExecutiveCar,Illinois
2016-11-30,2016,Nov,0,125.46,0.8181628359870359,35490,3761,7,52.35,0.66,2.8,3616,MediumFamilyCar,Illinois
2016-11-30,2016,Nov,0,125.46,0.8003900235843118,17501,3761,7,52.35,0.66,2.8,3633,SuperMiniCar,Illinois
2016-12-31,2016,Dec,0,104.13,1.14,20021,4229,3,41.14,-0.27,2.2,7156,SmallFamilyCar,California
2016-12-31,2016,Dec,0,104.13,1.19,16947,4229,3,41.14,-0.27,2.2,7181,SuperMiniCar,California
2016-12-31,2016,Dec,0,104.13,1.45,70853,4229,3,41.14,-0.27,2.2,7129,Sports,California
2017-01-31,2017,Jan,0,105.79,0.49,34124,3679,6,34.98,-0.18,1.5,1695,MediumFamilyCar,Illinois
2017-01-31,2017,Jan,0,105.79,0.41,16177,3679,6,34.98,-0.18,1.5,1704,SuperMiniCar,Illinois
2017-01-31,2017,Jan,0,105.79,0.38,74146,3679,6,34.98,-0.18,1.5,1692,Sports,Illinois
2017-01-31,2017,Jan,0,105.79,0.35,24569,3679,6,34.98,-0.18,1.5,1694,SmallFamilyCar,Illinois
2017-02-28,2017,Feb,0,111.61,0.48,73769,3106,5,49.2,0.29,1.6,867,Sports,Illinois
2017-02-28,2017,Feb,0,111.61,0.36,23191,3106,5,49.2,0.29,1.6,893,SmallFamilyCar,Illinois
2017-02-28,2017,Feb,0,111.61,0.49,55811,3106,5,49.2,0.29,1.6,878,ExecutiveCar,Illinois
2017-03-31,2017,Mar,0,95.37,0.9,38340,4798,5,53.32,0.08,2.2,3560,MediumFamilyCar,New York
2017-03-31,2017,Mar,0,95.37,1.0,50302,4798,5,53.32,0.08,2.2,3639,ExecutiveCar,New York
2017-03-31,2017,Mar,0,95.37,0.77,70574,4798,5,53.32,0.08,2.2,3582,Sports,New York
2017-03-31,2017,Mar,0,95.37,0.77,26353,4798,5,53.32,0.08,2.2,3572,SmallFamilyCar,New York
2017-04-30,2017,Apr,0,89.19,1.0,71148,1127,9,12.75,-3.18,2.3,3387,Sports,Illinois
2017-04-30,2017,Apr,0,89.19,1.0,33850,1127,9,12.75,-3.18,2.3,3378,MediumFamilyCar,Illinois
2017-04-30,2017,Apr,0,89.19,1.0,50638,1127,9,12.75,-3.18,2.3,3364,ExecutiveCar,Illinois
2017-04-30,2017,Apr,0,89.19,1.0,22353,1127,9,12.75,-3.18,2.3,3417,SmallFamilyCar,Illinois
2017-05-31,2017,May,0,101.77,1.5,50055,1735,9,22.18,0.43,2.2,3226,ExecutiveCar,New York
2017-05-31,2017,May,0,101.77,1.5,27437,1735,9,22.18,0.43,2.2,3229,SmallFamilyCar,New York
2017-05-31,2017,May,0,101.77,1.5,35415,1735,9,22.18,0.43,2.2,3210,MediumFamilyCar,New York
2017-05-31,2017,May,0,101.77,1.5,76293,1735,9,22.18,0.43,2.2,3199,Sports,New York
2017-05-31,2017,May,0,101.77,1.5,19760,1735,9,22.18,0.43,2.2,3213,SuperMiniCar,New York
2017-06-30,2017,Jun,0,102.65,0.84,76457,3768,8,53.86,0.59,2.5,3668,Sports,New York
2017-06-30,2017,Jun,0,102.65,0.95,24799,3768,8,53.86,0.59,2.5,3743,SmallFamilyCar,New York
2017-06-30,2017,Jun,0,102.65,0.98,15011,3768,8,53.86,0.59,2.5,3722,SuperMiniCar,New York
2017-06-30,2017,Jun,0,102.65,0.89,37679,3768,8,53.86,0.59,2.5,3660,MediumFamilyCar,New York
2017-07-31,2017,Jul,0,83.82,0.5,77509,4953,5,51.15,-0.05,2.6,3649,Sports,Illinois
2017-07-31,2017,Jul,0,83.82,0.5,19399,4953,5,51.15,-0.05,2.6,3679,SuperMiniCar,Illinois
2017-07-31,2017,Jul,0,83.82,0.5,58717,4953,5,51.15,-0.05,2.6,3636,ExecutiveCar,Illinois
2017-08-31,2017,Aug,0,103.75,0.25,20686,4186,7,68.53,0.25,2.0,2568,SmallFamilyCar,New York
2017-08-31,2017,Aug,0,103.75,0.25,58150,4186,7,68.53,0.25,2.0,2601,ExecutiveCar,New York
2017-08-31,2017,Aug,0,103.75,0.25,36819,4186,7,68.53,0.25,2.0,2614,MediumFamilyCar,New York
2017-08-31,2017,Aug,0,103.75,0.25,18364,4186,7,68.53,0.25,2.0,2528,SuperMiniCar,New York
2017-09-30,2017,Sep,0,110.7,0.87,52125,4280,4,56.64,-0.21,2.5,5914,ExecutiveCar,Illinois
2017-09-30,2017,Sep,0,110.7,0.93,39328,4280,4,56.64,-0.21,2.5,5829,MediumFamilyCar,Illinois
2017-09-30,2017,Sep,0,110.7,0.99,18022,4280,4,56.64,-0.21,2.5,5862,SuperMiniCar,Illinois
2017-09-30,2017,Sep,0,110.7,0.85,20284,4280,4,56.64,-0.21,2.5,5904,SmallFamilyCar,Illinois
2017-09-30,2017,Sep,0,110.7,0.82,79907,4280,4,56.64,-0.21,2.5,5910,Sports,Illinois
2017-10-31,2017,Oct,0,90.87,0.6962912318101502,38378,3573,6,67.64,0.16,2.4,4277,MediumFamilyCar,New York
2017-10-31,2017,Oct,0,90.87,0.6741098323047751,18371,3573,6,67.64,0.16,2.4,4281,SuperMiniCar,New York
2017-10-31,2017,Oct,0,90.87,0.6335214523112054,74777,3573,6,67.64,0.16,2.4,4233,Sports,New York
2017-10-31,2017,Oct,0,90.87,0.6373582452772456,24811,3573,6,67.64,0.16,2.4,4287,SmallFamilyCar,New York
2017-11-30,2017,Nov,0,104.36,0.8075832969037983,50364,1520,9,53.25,-0.27,1.7,1281,ExecutiveCar,New York
2017-11-30,2017,Nov,0,104.36,0.8011830522830118,39442,1520,9,53.25,-0.27,1.7,1300,MediumFamilyCar,New York
2017-11-30,2017,Nov,0,104.36,0.8275084920781253,73854,1520,9,53.25,-0.27,1.7,1346,Sports,New York
2017-11-30,2017,Nov,0,104.36,0.8344691142090926,17830,1520,9,53.25,-0.27,1.7,1344,SuperMiniCar,New York
2017-12-31,2017,Dec,0,108.92,1.32,23747,3599,7,29.79,-0.79,1.1,3031,SmallFamilyCar,Illinois
2017-12-31,2017,Dec,0,108.92,1.38,31333,3599,7,29.79,-0.79,1.1,3018,MediumFamilyCar,Illinois
2017-12-31,2017,Dec,0,108.92,1.43,15042,3599,7,29.79,-0.79,1.1,3029,SuperMiniCar,Illinois
2017-12-31,2017,Dec,0,108.92,1.05,72491,3599,7,29.79,-0.79,1.1,2949,Sports,Illinois
2017-12-31,2017,Dec,0,108.92,1.42,56809,3599,7,29.79,-0.79,1.1,2956,ExecutiveCar,Illinois
2018-01-31,2018,Jan,0,105.87,0.42,73124,1236,6,18.61,-0.6,1.8,2003,Sports,Georgia
2018-01-31,2018,Jan,0,105.87,0.47,20762,1236,6,18.61,-0.6,1.8,2028,SmallFamilyCar,Georgia
2018-01-31,2018,Jan,0,105.87,0.44,34150,1236,6,18.61,-0.6,1.8,2007,MediumFamilyCar,Georgia
2018-02-28,2018,Feb,0,106.81,0.46,15943,2304,6,57.85,0.68,2.8,1608,SuperMiniCar,Georgia
2018-02-28,2018,Feb,0,106.81,0.35,25346,2304,6,57.85,0.68,2.8,1628,SmallFamilyCar,Georgia
2018-02-28,2018,Feb,0,106.81,0.45,54621,2304,6,57.85,0.68,2.8,1640,ExecutiveCar,Georgia
2018-02-28,2018,Feb,0,106.81,0.36,75691,2304,6,57.85,0.68,2.8,1604,Sports,Georgia
2018-03-31,2018,Mar,0,97.55,0.92,73051,4430,4,49.86,-0.16,2.8,6803,Sports,California
2018-03-31,2018,Mar,0,97.55,0.96,17390,4430,4,49.86,-0.16,2.8,6777,SuperMiniCar,California
2018-03-31,2018,Mar,0,97.55,0.78,25043,4430,4,49.86,-0.16,2.8,6757,SmallFamilyCar,California
